split,budget,comparison,metric,mean,ci95,lower95,upper95,n
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_utility,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_utility,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.1,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_utility,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_active_view_selection,accepted_utility,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_next_best_view_planner,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_next_best_view_planner,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_next_best_view_planner,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_next_best_view_planner,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_next_best_view_planner,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_next_best_view_planner,accepted_utility,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_visuotactile_probe,accepted_utility,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_uncertainty_guided_probe,accepted_utility,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,coverage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_success,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_collision_rate,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_probe_damage,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_regret,0.0,0.0,0.0,0.0,10
combined_interactive_stress,0.15,risk_aware_action_critical_depth_probe_v5_minus_robust_clearance_mpc,accepted_utility,0.0,0.0,0.0,0.0,10
